ISBN / ASIN (Amazon ID),Link,Acquired Date,RelationshipSubtype,RelationshipType,Format,Title,Pages,Listening Length,Genres,Subgenres,Series Position,Series,(First) Author,All Authors
B00KE627N8,https://www.amazon.com/dp/B00KE627N8,5-Dec-17,Purchase,item_owner,Kindle eBook,Elsker (Elsker Saga Book 1),286,,Science Fiction & Fantasy | Teen & Young Adult,Science Fiction & Fantasy,1,Elsker Saga,"Bende, S.T.",S.T. Bende
B07V6M9VQ5,https://www.amazon.com/dp/B07V6M9VQ5,4-Feb-20,Purchase,item_owner,Kindle eBook,Race After Technology: Abolitionist Tools for the New Jim Code,258,,Politics & Social Sciences | Science & Math,Technology,,,"Benjamin, Ruha",Ruha Benjamin
B00C0ALZ16,https://www.amazon.com/dp/B00C0ALZ16,20-Jul-13,Purchase,item_owner,Kindle eBook,Sobre el cielo y la tierra (Spanish Edition),224,,Christian Books & Bibles,Catholicism,,,"Bergoglio, Jorge","Jorge Bergoglio, Abraham Skorka"
B08191DV5T,https://www.amazon.com/dp/B08191DV5T,5-Nov-20,PublicLibraryLending,item_owner,Kindle eBook,Calling Bullshit: The Art of Skepticism in a Data-Driven World,314,,Politics & Social Sciences | Science & Math,Social Sciences | Politics & Government,,,"Bergstrom, Carl T.","Carl T. Bergstrom, Jevin D. West"
B00BCR5JME,https://www.amazon.com/dp/B00BCR5JME,14-May-13,Purchase,item_owner,Kindle eBook,"Doublelife: One Family, Two Faiths and a Journey of Hope",261,,Biographies & Memoirs,Leaders & Notable People,,,"Berman, Harold","Harold Berman, Gayle Redlingshafer Berman"
B019ELXR8W,https://www.amazon.com/dp/B019ELXR8W,11-Jul-20,KindleUnlimited,item_owner,Kindle eBook,How to Write a KILLER LinkedIn® Profile ...and 18 Mistakes to Avoid: Updated for 2022 (16th Edition),530,,Business & Money,Job Hunting & Careers,,,"Bernstein, Brenda",Brenda Bernstein
B0765691C5,https://www.amazon.com/dp/B0765691C5,1-May-18,Sharing,item_owner,Kindle eBook,The Speed of Sound (Speed of Sound Thrillers Book 1),434,,"Science Fiction & Fantasy | Mystery, Thriller & Suspense",Mystery | Thrillers & Suspense | Science Fiction,1,Speed of Sound Thrillers,"Bernt, Eric",Eric Bernt
B000FCKPF8,https://www.amazon.com/dp/B000FCKPF8,9-Nov-23,PublicLibraryLending,item_owner,Kindle eBook,The Templar Legacy: A Novel (Cotton Malone Book 1),528,,"Literature & Fiction | Mystery, Thriller & Suspense",History & Criticism | Genre Fiction | Thrillers & Suspense,1,Cotton Malone,"Berry, Steve",Steve Berry
B000OI0FNK,https://www.amazon.com/dp/B000OI0FNK,12-Apr-24,PublicLibraryLending,item_owner,Kindle eBook,The Alexandria Link (Cotton Malone Book 2),548,,"Literature & Fiction | Mystery, Thriller & Suspense",History & Criticism | Thrillers & Suspense,2,Cotton Malone,"Berry, Steve",Steve Berry
0520238303,https://www.amazon.com/dp/0520238303,24-Dec-11,Purchase,item_owner,Hardcover,More Damned Lies and Statistics: How Numbers Confuse Public Issues,217,,Politics & Social Sciences | History,Social Sciences | Americas,,,"Best, Joel",Joel Best
B001EOCFU4,https://www.amazon.com/dp/B001EOCFU4,5-Feb-11,Purchase,item_owner,Kindle eBook,"The Holy Bible, English Standard Version (with Cross-References): Old and New Testaments",6070,,Christian Books & Bibles,,,,"Bibles, ESV",ESV Bibles
B004U7GIQO,https://www.amazon.com/dp/B004U7GIQO,12-Apr-13,Purchase,item_owner,Kindle eBook,The Crown: A Novel (Joanna Stafford Series Book 1),514,,"Literature & Fiction | Mystery, Thriller & Suspense",Mystery | Genre Fiction | Thrillers & Suspense,1,Joanna Stafford,"Bilyeau, Nancy",Nancy Bilyeau
B008J4N7JU,https://www.amazon.com/dp/B008J4N7JU,2-Jul-13,Purchase,item_owner,Kindle eBook,The Chalice: A Novel (Joanna Stafford Series Book 2),512,,"Literature & Fiction | Mystery, Thriller & Suspense",Mystery | Genre Fiction | Thrillers & Suspense,2,Joanna Stafford,"Bilyeau, Nancy",Nancy Bilyeau
B00LD1ORV8,https://www.amazon.com/dp/B00LD1ORV8,27-Sep-16,Purchase,item_owner,Kindle eBook,The Tapestry: A Novel (Joanna Stafford Series Book 3),469,,"Literature & Fiction | Mystery, Thriller & Suspense",Mystery | Genre Fiction | Thrillers & Suspense,3,Joanna Stafford,"Bilyeau, Nancy",Nancy Bilyeau
B00M73PRAG,https://www.amazon.com/dp/B00M73PRAG,28-Mar-17,Purchase,item_owner,Kindle eBook,Qur'an in Conversation,292,,Religion & Spirituality,,,,"Birkel, Michael",Michael Birkel
B007GGKKUQ,https://www.amazon.com/dp/B007GGKKUQ,23-Oct-14,Sharing,item_owner,Kindle eBook,Whisky Tango Foxtrot,378,,History | Biographies & Memoirs,Leaders & Notable People,,,"Black Jr., Mr. Lynne M.",Mr. Lynne M. Black Jr.
B007VO71V4,https://www.amazon.com/dp/B007VO71V4,16-Jun-12,Purchase,item_owner,Kindle eBook,"Honoring God in Red or Blue: Approaching Politics with Humility, Grace, and Reason",208,,Christian Books & Bibles,Christian Living,,,"Black, Dr. Amy E.",Dr. Amy E. Black
B003NE6202,https://www.amazon.com/dp/B003NE6202,12-May-12,Purchase,item_owner,Kindle eBook,The Online Teaching Survival Guide: Simple and Practical Pedagogical Tips,322,,Education & Teaching,Schools & Teaching,,,"Boettcher, Judith V.","Judith V. Boettcher, Rita-Marie Conrad"
0205281591,https://www.amazon.com/dp/0205281591,19-Apr-06,Purchase,item_owner,Paperback,Advice for New Faculty Members,336,,Education & Teaching,Schools & Teaching,,,"Boice, Robert",Robert Boice
091350713X,https://www.amazon.com/dp/091350713X,19-Apr-06,Purchase,item_owner,Paperback,Professors as Writers: A Self-Help Guide to Productive Writing,198,,Education & Teaching | Reference,"Writing, Research & Publishing Guides",,,"Boice, Robert",Robert Boice
B01N66B1UF,https://www.amazon.com/dp/B01N66B1UF,21-Nov-17,Purchase,item_owner,Kindle eBook,What Color Is Your Parachute? 2018: A Practical Manual for Job-Hunters and Career-Changers,533,,Business & Money | Self-Help,Job Hunting & Careers,,,"Bolles, Richard N.",Richard N. Bolles
B07KNTLX94,https://www.amazon.com/dp/B07KNTLX94,25-Sep-19,Purchase,item_owner,Kindle eBook,What Color Is Your Parachute? 2020: A Practical Manual for Job-Hunters and Career-Changers,320,,Business & Money | Self-Help,Job Hunting & Careers | Management & Leadership,,What Color Is Your Parachute?,"Bolles, Richard N.",Richard N. Bolles
B08681HM8W,https://www.amazon.com/dp/B08681HM8W,7-Apr-21,Purchase,item_owner,Kindle eBook,What Color Is Your Parachute? 2021: Your Guide to a Lifetime of Meaningful Work and Career Success,347,,Business & Money | Self-Help,Job Hunting & Careers,,What Color Is Your Parachute?,"Bolles, Richard N.","Richard N. Bolles, Katharine Brooks"
B002JMV6KK,https://www.amazon.com/dp/B002JMV6KK,12-May-12,Purchase,item_owner,Kindle eBook,The World Is Open: How Web Technology Is Revolutionizing Education,484,,Education & Teaching,Schools & Teaching,,,"Bonk, Curtis J.",Curtis J. Bonk
B003YCOOZS,https://www.amazon.com/dp/B003YCOOZS,10-Nov-11,Sharing,item_owner,Kindle eBook,Slouching Towards Gomorrah: Modern Liberalism and American Decline,1105,,Politics & Social Sciences,Social Sciences | Politics & Government,,,"Bork, Robert H.",Robert H. Bork
B01N0XLD71,https://www.amazon.com/dp/B01N0XLD71,5-Apr-19,Purchase,item_owner,Kindle eBook,Teaching Naked Techniques: A Practical Guide to Designing Better Classes,230,,Education & Teaching,Schools & Teaching,,,"Bowen, José Antonio","José Antonio Bowen, C. Edward Watson"
B008GI0IE6,https://www.amazon.com/dp/B008GI0IE6,5-Apr-19,Purchase,item_owner,Kindle eBook,Teaching Naked: How Moving Technology Out of Your College Classroom Will Improve Student Learning,355,,Education & Teaching,Schools & Teaching,,,"Bowen, José Antonio",José Antonio Bowen
B01HBKAYMA,https://www.amazon.com/dp/B01HBKAYMA,1-Feb-17,Sharing,item_owner,Kindle eBook,In Farleigh Field: A Novel of World War II,397,,"Literature & Fiction | Mystery, Thriller & Suspense",Mystery | Genre Fiction | Thrillers & Suspense,,,"Bowen, Rhys",Rhys Bowen
B00C791JQQ,https://www.amazon.com/dp/B00C791JQQ,1-Dec-13,Purchase,item_owner,Kindle eBook,"Higher Education in the Digital Age: Updated Edition (The William G. Bowen Series, 86)",261,,Education & Teaching,,,,"Bowen, William G.","William G. Bowen, Kevin M. Guthrie"
B00P6ZJ6J0,https://www.amazon.com/dp/B00P6ZJ6J0,22-Mar-17,Purchase,item_owner,Kindle eBook,Locus of Authority: The Evolution of Faculty Roles in the Governance of Higher Education (The William G. Bowen Book 85),386,,Education & Teaching,Schools & Teaching,,,"Bowen, William G.","William G. Bowen, Eugene M. Tobin"
B00HUYT8TS,https://www.amazon.com/dp/B00HUYT8TS,14-Mar-14,Purchase,item_owner,Kindle eBook,It's Complicated: The Social Lives of Networked Teens,296,,Politics & Social Sciences,Social Sciences,,,"Boyd, Danah",Danah Boyd
B0038A851U,https://www.amazon.com/dp/B0038A851U,7-Mar-15,Purchase,item_owner,Kindle eBook,Tattoos on the Heart: The Power of Boundless Compassion,244,,Christian Books & Bibles | Biographies & Memoirs,Leaders & Notable People | Catholicism | Christian Living,,,"Boyle, Gregory",Gregory Boyle
B000FC1JCQ,https://www.amazon.com/dp/B000FC1JCQ,8-Mar-17,Purchase,item_owner,Kindle eBook,The Mists of Avalon: A Novel,912,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Fantasy,1,Avalon,"Bradley, Marion Zimmer",Marion Zimmer Bradley
B000W915QC,https://www.amazon.com/dp/B000W915QC,7-Jan-18,Purchase,item_owner,Kindle eBook,Lady of Avalon,404,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Science Fiction | Fantasy,3,Avalon,"Bradley, Marion Zimmer",Marion Zimmer Bradley
B003YFJ4VE,https://www.amazon.com/dp/B003YFJ4VE,25-Apr-11,Purchase,item_owner,Kindle eBook,Hawk of May (Down the Long Wind Book 1),368,,Literature & Fiction | Science Fiction & Fantasy,Genre Fiction | Fantasy,1,Down the Long Wind,"Bradshaw, Gillian",Gillian Bradshaw
B01FSK7IWO,https://www.amazon.com/dp/B01FSK7IWO,3-Dec-16,Purchase,item_owner,Kindle eBook,Fate of Perfection (Finding Paradise Book 1),331,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,1,Finding Paradise,"Breene, K.F.",K.F. Breene
B0BGT8885P,https://www.amazon.com/dp/B0BGT8885P,3-Dec-23,Purchase,item_owner,Kindle eBook,Split: A Novel,262,,"Literature & Fiction | Mystery, Thriller & Suspense",Genre Fiction | Thrillers & Suspense,,,"Bremer, Alida","Alida Bremer, Ruth Ahmedzai Kemp"
B00G3L6JNC,https://www.amazon.com/dp/B00G3L6JNC,21-Aug-17,PublicLibraryLending,item_owner,Kindle eBook,A Long Way Home: A Memoir,271,,Biographies & Memoirs,Community & Culture,,,"Brierley, Saroo",Saroo Brierley
B07Z5RYDW9,https://www.amazon.com/dp/B07Z5RYDW9,13-Sep-20,Sharing,item_owner,Kindle eBook,Whispers in the Tall Grass: Back Behind Enemy Lines with Macv–Sog,217,,History | Biographies & Memoirs,Leaders & Notable People | World,,,"Brokhausen, Nick",Nick Brokhausen
B00LYXV61Y,https://www.amazon.com/dp/B00LYXV61Y,8-Mar-16,PublicLibraryLending,item_owner,Kindle eBook,The Road to Character,299,,Politics & Social Sciences | Self-Help,Social Sciences | Philosophy | Personal Transformation,,,"Brooks, David",David Brooks
B0B57BC2KX,https://www.amazon.com/dp/B0B57BC2KX,21-Jun-23,Sharing,item_owner,Kindle eBook,Counterpunch: An Unlikely Alliance of Americans Fighting Back for Faith and Freedom,381,,Politics & Social Sciences,Politics & Government,,,"Brown, Floyd G",Floyd G Brown
B00JQ3FN7M,https://www.amazon.com/dp/B00JQ3FN7M,2-May-17,Purchase,item_owner,Kindle eBook,Make It Stick: The Science of Successful Learning,330,,Education & Teaching,Schools & Teaching,,,"Brown, Peter C.","Peter C. Brown, Henry L. Roediger III, Mark A. McDaniel"
B00CVS2J80,https://www.amazon.com/dp/B00CVS2J80,24-Feb-17,PublicLibraryLending,item_owner,Kindle eBook,Red Rising (Red Rising Series Book 1),401,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,1,Red Rising,"Brown, Pierce",Pierce Brown
B00I765ZEU,https://www.amazon.com/dp/B00I765ZEU,2-Oct-16,PublicLibraryLending,item_owner,Kindle eBook,Golden Son (Red Rising Book 2),466,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,2,Red Rising,"Brown, Pierce",Pierce Brown
B00SPVPX2G,https://www.amazon.com/dp/B00SPVPX2G,2-Oct-16,Purchase,item_owner,Kindle eBook,Morning Star (Red Rising Series Book 3),526,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,3,Red Rising,"Brown, Pierce",Pierce Brown
B074NGJ6NK,https://www.amazon.com/dp/B074NGJ6NK,13-Feb-19,Purchase,item_owner,Audible Audiobook,Iron Gold,,23 hours and 23 minutes,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,4,Red Rising,"Brown, Pierce","Pierce Brown, Tim Gerard Reynolds, John Curless, Julian Elfer, Aedin Moloney, Recorded Books"
B01NAC6QVU,https://www.amazon.com/dp/B01NAC6QVU,9-Apr-17,Purchase,item_owner,Kindle eBook,Iron Gold (Red Rising Series Book 4),605,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,4,Red Rising,"Brown, Pierce",Pierce Brown
B078G2YS3N,https://www.amazon.com/dp/B078G2YS3N,20-Jan-18,Purchase,item_owner,Kindle eBook,Dark Age (Red Rising Series Book 5),776,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,5,Red Rising,"Brown, Pierce",Pierce Brown
B09H2DTK15,https://www.amazon.com/dp/B09H2DTK15,29-Jun-22,Sharing,item_owner,Kindle eBook,The Palace Papers: Inside the House of Windsor--the Truth and the Turmoil,859,,History | Biographies & Memoirs,Leaders & Notable People | World | Community & Culture,,,"Brown, Tina",Tina Brown
B071KKVCRF,https://www.amazon.com/dp/B071KKVCRF,1-Nov-17,Sharing,item_owner,Kindle eBook,The Night of the Moths,242,,"Literature & Fiction | Mystery, Thriller & Suspense",Genre Fiction | Thrillers & Suspense,,,"Bruni, Riccardo","Riccardo Bruni, Anne Milano Appel"
B01MY83F5G,https://www.amazon.com/dp/B01MY83F5G,1-Aug-17,Purchase,item_owner,Kindle eBook,Song of Edmon (The Fracture Worlds Book 1),446,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,1,The Fracture Worlds,"Burch, Adam",Adam Burch
B0041OT9XU,https://www.amazon.com/dp/B0041OT9XU,22-Feb-13,Purchase,item_owner,Kindle eBook,The Ignatian Tradition (Spirituality in History),208,,Christian Books & Bibles,Catholicism,,Spirituality In History,"Burke-Sullivan, Eileen","Eileen Burke-Sullivan, Kevin F. Burke, Phyllis Zagano"
B0036S4CEI,https://www.amazon.com/dp/B0036S4CEI,23-Nov-21,Sharing,item_owner,Kindle eBook,This Time Together: Laughter and Reflection,290,,Biographies & Memoirs | Humor & Entertainment,Arts & Literature | Community & Culture,,,"Burnett, Carol",Carol Burnett
B01N1TTJFK,https://www.amazon.com/dp/B01N1TTJFK,27-Dec-18,KindleUnlimited,item_owner,Kindle eBook,"The Software Engineer's Guide to Freelance Consulting: The new book that encompasses finding and maintaining clients as a software developer, tax and legal tips, and everything in between.",232,,Business & Money | Computers & Technology,Programming,,,"Burt, Zack","Zack Burt, Jay El-Kaake, Richard Burt"
B003F3PK5Y,https://www.amazon.com/dp/B003F3PK5Y,27-Jan-11,Sharing,item_owner,Kindle eBook,Decision Points,514,,Politics & Social Sciences | History | Biographies & Memoirs,Leaders & Notable People | Americas | Politics & Government,,,"Bush, George W.",George W. Bush
B01LOGB9US,https://www.amazon.com/dp/B01LOGB9US,27-Dec-20,KindleUnlimited,item_owner,Kindle eBook,Wired For Coding: How to Stand Out From The Crowd and Land Your First Job as a Developer,156,,Business & Money,Job Hunting & Careers,,,"Bushee, William",William Bushee
B07DP6GDVJ,https://www.amazon.com/dp/B07DP6GDVJ,7-Feb-19,Purchase,item_owner,Kindle eBook,Shortest Way Home: One Mayor's Challenge and a Model for America's Future,347,,Politics & Social Sciences | History | Biographies & Memoirs,Social Sciences | Leaders & Notable People | Americas,,,"Buttigieg, Pete",Pete Buttigieg
B011S342C4,https://www.amazon.com/dp/B011S342C4,4-Aug-15,Purchase,item_owner,Kindle eBook,Holy Cross and Christian Education (Holy Cross Book),64,,Christian Books & Bibles,Catholicism,,,"C., James B. King C. S.",James B. King C. S. C.
B00N0Y4R16,https://www.amazon.com/dp/B00N0Y4R16,21-Nov-14,Purchase,item_owner,Kindle eBook,"Sacrament: Personal Encounters with Memories, Wounds, Dreams, and Unruly Hearts",129,,Christian Books & Bibles,Theology | Catholicism | Christian Living,,,"C., Patrick Hannon C. S.",Patrick Hannon C. S. C.
B008MNW5XM,https://www.amazon.com/dp/B008MNW5XM,14-Feb-13,Purchase,item_owner,Kindle eBook,Thy Sins Are Forgiven - The Sacrament Of Confession: The Sacrament Of Reconciliation Or Penance,24,,Christian Books & Bibles,Theology | Catholicism,,,"C.SS.R., S.T.D. Rev. Francis J. Connell,","S.T.D. Rev. Francis J. Connell, C.SS.R."
B003IHC35C,https://www.amazon.com/dp/B003IHC35C,13-Nov-10,Purchase,item_owner,Kindle eBook,Sailing the Wine-Dark Sea: Why the Greeks Matter (Hinges of History Book 4),368,,History,Europe | World,4,Hinges of History,"Cahill, Thomas",Thomas Cahill
B009VIC33O,https://www.amazon.com/dp/B009VIC33O,13-Mar-14,KOLL,item_owner,Kindle eBook,The Scourge,353,,Literature & Fiction | Science Fiction & Fantasy,,,,"Calas, Roberto",Roberto Calas
B00472OBQQ,https://www.amazon.com/dp/B00472OBQQ,21-Oct-15,Purchase,item_owner,Kindle eBook,Eportfolios for Lifelong Learning and Assessment,289,,Education & Teaching,,,,"Cambridge, Darren",Darren Cambridge
B07MWS8D38,https://www.amazon.com/dp/B07MWS8D38,21-Jun-20,KindleUnlimited,item_owner,Kindle eBook,"Freelance Newbie: A Beginner’s Guide to Finding Clients, Making Money, and Building Your Web Development Empire",104,,Computers & Technology,,,,"Candy, RealTough",RealTough Candy
B07FBQXB5X,https://www.amazon.com/dp/B07FBQXB5X,21-Jun-20,KindleUnlimited,item_owner,Kindle eBook,How to Get a Job in Web Development: The Ultimate Guide,84,,Business & Money | Computers & Technology,Web Development & Design | Job Hunting & Careers,,,"Candy, RealTough",RealTough Candy
B002Q7H7HY,https://www.amazon.com/dp/B002Q7H7HY,5-Mar-22,PublicLibraryLending,item_owner,Kindle eBook,A War of Gifts: An Ender Story (The Ender Quartet series),208,,Literature & Fiction | Science Fiction & Fantasy,Science Fiction,,Ender Sextet,"Card, Orson Scott",Orson Scott Card
B003G4W49C,https://www.amazon.com/dp/B003G4W49C,27-Jan-12,Purchase,item_owner,Kindle eBook,Ender's Game (Ender Quintet Book 1),264,,Science Fiction & Fantasy | Teen & Young Adult,Science Fiction & Fantasy | Science Fiction,1,Ender Sextet,"Card, Orson Scott",Orson Scott Card
B003H4I4JU,https://www.amazon.com/dp/B003H4I4JU,1-Nov-13,Purchase,item_owner,Kindle eBook,Speaker for the Dead (Ender Quintet Book 2),301,,Science Fiction & Fantasy,Science Fiction | Fantasy,2,Ender Sextet,"Card, Orson Scott",Orson Scott Card
B003H4I41S,https://www.amazon.com/dp/B003H4I41S,16-Nov-13,"Sharing, Purchase",item_owner,Kindle eBook,Xenocide: Volume Three of the Ender Saga (Ender Quintet Book 3),418,,Science Fiction & Fantasy,Science Fiction | Fantasy,3,Ender Sextet,"Card, Orson Scott",Orson Scott Card
B003GY0KUW,https://www.amazon.com/dp/B003GY0KUW,29-Nov-13,Purchase,item_owner,Kindle eBook,Children of the Mind (Ender Quintet Book 4),334,,Science Fiction & Fantasy,Science Fiction,4,Ender Sextet,"Card, Orson Scott",Orson Scott Card
B001ANUQ0K,https://www.amazon.com/dp/B001ANUQ0K,9-Dec-13,Purchase,item_owner,Kindle eBook,Ender in Exile (Ender Quintet),479,,Science Fiction & Fantasy,Science Fiction,5,Ender Sextet,"Card, Orson Scott",Orson Scott Card
